id	cls	lexeme	name	context	fixity	arity	precedence	associativity	canonical_ascii	domain	operand_rule	result_rule	evaluation	short_circuit	failure_policy	current_state	target_state	dependencies	description
NSR-DOM-017	DOMAIN_GATED	⌈x⌉	ceiling delimiters	numeric profile	delimited prefix/postfix pair	1	DELIMITER_OPERATOR	N/A	ceil()	std.math.rounding	ordered fractional numeric value	integral or domain-declared result	operand once	NO	overflow/conversion policy explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14; RF52-G47/G48	Mathematical ceiling delimiters.
NSR-DOM-018	DOMAIN_GATED	∝	proportional to	symbolic/measurement profile	infix	2	P120_RELATIONAL	non-associative	proportionalTo()	std.symbolic	symbolic expressions, quantities or datasets with a declared proportionality model	Bool, relation or constraint	operands once	NO	model/units must be explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G35; RF52-G47	Creates or tests a typed proportionality relation.
NSR-DOM-019	DOMAIN_GATED	°	degree suffix	angle/units profile	postfix	1	P170_POSTFIX	left	Angle.degrees()	std.units.angle	numeric value	Angle	operand once	NO	range normalization is type-defined	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	RF46-G35/G41/G42; RF52-G47/G48	Constructs a typed angle, never a plain number.
NSR-DOM-020	DOMAIN_GATED	‰	per-mille suffix	ratio/units profile	postfix	1	P170_POSTFIX	left	PerMille()	std.units.ratio	exact numeric value	PerMille exact ratio scaled by 1/1000	operand once	NO	no implicit Float conversion	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	RF46-G35; RF52-G47/G48	Typed per-mille ratio.
NSR-DOM-021	DOMAIN_GATED	‱	basis-point suffix	finance/ratio profile	postfix	1	P170_POSTFIX	left	BasisPoints()	std.units.ratio	exact numeric value	BasisPoints exact ratio scaled by 1/10000	operand once	NO	no implicit Float conversion	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	RF46-G35; RF52-G47/G48	Typed basis-point ratio.
NSR-DOM-022	DOMAIN_GATED	°C	Celsius suffix	temperature/units profile	postfix unit suffix	1	P170_POSTFIX	left	Temperature.celsius()	std.units.temperature	numeric value	Temperature	operand once	NO	affine-unit arithmetic rules enforced	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_SUFFIX	RF46-G35/G41; RF52-G47/G48	Constructs an affine Celsius temperature.
NSR-DOM-023	DOMAIN_GATED	°F	Fahrenheit suffix	temperature/units profile	postfix unit suffix	1	P170_POSTFIX	left	Temperature.fahrenheit()	std.units.temperature	numeric value	Temperature	operand once	NO	affine-unit arithmetic rules enforced	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_SUFFIX	RF46-G35/G41; RF52-G47/G48	Constructs an affine Fahrenheit temperature.
NSR-DOM-024	DOMAIN_GATED	∈	membership	set/collection profile	infix	2	P120_RELATIONAL	non-associative	contains()	std.set	value and compatible Set/collection	Bool	container and value once	NO	type mismatch rejected	COLLECTION_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Tests whether a value belongs to a set or explicitly opted-in collection.
NSR-DOM-025	DOMAIN_GATED	∉	non-membership	set/collection profile	infix	2	P120_RELATIONAL	non-associative	!contains()	std.set	value and compatible Set/collection	Bool	container and value once	NO	same as membership	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Negates membership.
NSR-DOM-026	DOMAIN_GATED	∪	set union	set profile	infix	2	P130_ADDITIVE	left	union()	std.set	compatible Set operands	Set	left then right once	NO	allocation/budget failure explicit	SET_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Returns the union without mutating either operand.
NSR-DOM-027	DOMAIN_GATED	∩	set intersection	set profile	infix	2	P140_MULTIPLICATIVE	left	intersection()	std.set	compatible Set operands	Set	left then right once	NO	allocation/budget failure explicit	SET_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Returns the intersection.
NSR-DOM-028	DOMAIN_GATED	∖	set difference	set profile	infix	2	P130_ADDITIVE	left	difference()	std.set	compatible Set operands	Set	left then right once	NO	allocation/budget failure explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Elements of the left set that are not in the right.
NSR-DOM-029	DOMAIN_GATED	△	symmetric difference	set profile	infix	2	P130_ADDITIVE	left	symmetricDifference()	std.set	compatible Set operands	Set	left then right once	NO	allocation/budget failure explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Elements present in exactly one operand.
NSR-DOM-030	DOMAIN_GATED	⊆	subset or equal	set profile	infix	2	P120_RELATIONAL	non-associative	isSubsetOf()	std.set	compatible Set operands	Bool	left then right once	NO	type mismatch rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Inclusive subset relation.
NSR-DOM-031	DOMAIN_GATED	⊂	proper subset	set profile	infix	2	P120_RELATIONAL	non-associative	isProperSubsetOf()	std.set	compatible Set operands	Bool	left then right once	NO	type mismatch rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Strict subset relation.
NSR-DOM-032	DOMAIN_GATED	⊇	superset or equal	set profile	infix	2	P120_RELATIONAL	non-associative	isSupersetOf()	std.set	compatible Set operands	Bool	left then right once	NO	type mismatch rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Inclusive superset relation.
NSR-DOM-033	DOMAIN_GATED	⊃	proper superset	set profile	infix	2	P120_RELATIONAL	non-associative	isProperSupersetOf()	std.set	compatible Set operands	Bool	left then right once	NO	type mismatch rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Strict superset relation.
NSR-DOM-034	DOMAIN_GATED	×	Cartesian product	set profile	infix	2	P140_MULTIPLICATIVE	left	cartesianProduct()	std.set	finite compatible Sets/collections	Set<Tuple<A,B>> or bounded product view	left then right once; pair order deterministic	NO	cardinality/budget checked	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Cartesian product. In vector context the same code point means cross product via type-directed domain resolution.
NSR-DOM-035	DOMAIN_GATED	∅	empty set literal	set profile	literal	0	LITERAL	N/A	Set.empty()	std.set	context supplies the element type or an explicit type is required	Set<T>	compile-time literal	NO	ambiguous element type rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_LITERAL	RF27-G08/G09; RF46-G30/G34; RF52-G47/G48	Typed empty set.
NSR-DOM-036	DOMAIN_GATED	·	dot/inner scalar product	vector/matrix profile	infix	2	P140_MULTIPLICATIVE	left	dot()	std.linalg	compatible vectors or algebraic structures with DotProduct	scalar or declared result	left then right once	NO	shape/type mismatch explicit	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Dot product or type-declared inner scalar product.
NSR-DOM-037	DOMAIN_GATED	×	vector cross product	Vector3/geometry profile	infix	2	P140_MULTIPLICATIVE	left	cross()	std.linalg.geometry	compatible three-dimensional vectors	Vector3	left then right once	NO	dimension mismatch rejected	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Cross product selected by the vector domain, not scalar multiplication.
NSR-DOM-038	DOMAIN_GATED	⊙	Hadamard product	matrix/tensor profile	infix	2	P140_MULTIPLICATIVE	left	hadamard()	std.linalg	equal-shape matrices/tensors	same-shape value	left then right once	NO	shape mismatch explicit	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Elementwise product.
NSR-DOM-039	DOMAIN_GATED	⊗	tensor/Kronecker product	matrix/tensor profile	infix	2	P140_MULTIPLICATIVE	left	tensorProduct()	std.linalg	compatible vectors/matrices/tensors	higher-rank or Kronecker result	left then right once	NO	shape/size budget explicit	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Tensor or Kronecker product according to operand types.
NSR-DOM-040	DOMAIN_GATED	⊕	direct sum	algebra/matrix profile	infix	2	P130_ADDITIVE	left	directSum()	std.linalg	compatible algebraic structures	direct-sum structure	left then right once	NO	shape/budget explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Direct sum.
NSR-DOM-041	DOMAIN_GATED	ᵀ	transpose	matrix/tensor profile	postfix	1	P170_POSTFIX	left	transpose()	std.linalg	matrix or transpose-capable tensor/view	transposed view/value	operand once	NO	view ownership and shape explicit	NATIVE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_POSTFIX	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Postfix transpose.
NSR-DOM-042	DOMAIN_GATED	†	adjoint	complex linear-algebra profile	postfix	1	P170_POSTFIX	left	adjoint()	std.linalg.complex	complex matrix/operator	adjoint value/view	operand once	NO	unsupported scalar domain rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_POSTFIX	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Conjugate transpose/adjoint.
NSR-DOM-043	DOMAIN_GATED	⁻¹	inverse	algebra/matrix profile	postfix	1	P170_POSTFIX	left	inverse()	std.linalg	invertible algebraic value	Result<T, SingularError> or exact inverse type	operand once	NO	singularity/conditioning explicit	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_POSTFIX	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Postfix inverse; never silently produces invalid numeric data.
NSR-DOM-044	DOMAIN_GATED	‖x‖	norm delimiters	vector/matrix profile	delimited	1	DELIMITER_OPERATOR	N/A	norm()	std.linalg	norm-capable value	nonnegative scalar	operand once	NO	norm kind/default must be declared by type/profile	NATIVE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Mathematical norm delimiters.
NSR-DOM-045	DOMAIN_GATED	⟨u,v⟩	inner product delimiters	inner-product-space profile	delimited	2	DELIMITER_OPERATOR	N/A	innerProduct()	std.linalg	compatible values in a declared inner-product space	scalar	u then v once	NO	domain/shape mismatch explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Inner-product notation.
NSR-DOM-046	DOMAIN_GATED	∘	function/operator composition	callable/algebra profile	infix	2	P145_COMPOSITION	right	compose()	std.functional	output of right callable compatible with input of left callable	composed callable	construction operands once; invocation follows callable order	NO	signature/effect incompatibility rejected	CALLABLE_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G03; RF52-G47/G48	Creates `f ∘ g`, which invokes g before f.
NSR-DOM-047	DOMAIN_GATED	⟂	orthogonality	linear/geometry profile	infix	2	P120_RELATIONAL	non-associative	isOrthogonalTo()	std.linalg.geometry	vectors/subspaces with explicit tolerance or exact domain	Bool	left then right once	NO	hidden tolerance forbidden	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14/G15/G16/G17; RF46-G36; RF52-G47/G49	Tests orthogonality.
NSR-DOM-048	DOMAIN_GATED	∥	parallel relation	geometry profile	infix	2	P120_RELATIONAL	non-associative	isParallelTo()	std.geometry	vectors/lines with explicit tolerance or exact domain	Bool	left then right once	NO	hidden tolerance forbidden	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G42; RF52-G47/G48	Tests geometric parallelism.
NSR-DOM-049	DOMAIN_GATED	∫	integral binder	calculus profile	binder	1+	BINDER	N/A	integrate()	std.calculus	integrable callable/expression, explicit variable/domain, method and tolerance	IntegralResult<T>	domain and integrand follow the integration plan	NO	convergence/error/status explicit	NATIVE_INTEGRATION_SUBSTRATE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED_BINDER	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Single integral. A naked Float result without convergence/error metadata is not the canonical contract.
NSR-DOM-050	DOMAIN_GATED	∬	double integral binder	multidimensional calculus profile	binder	2+	BINDER	N/A	integrate2D()	std.calculus	two-dimensional domain and integrand plan	IntegralResult<T>	explicit plan	NO	convergence/error explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Double integral.
NSR-DOM-051	DOMAIN_GATED	∭	triple integral binder	multidimensional calculus profile	binder	3+	BINDER	N/A	integrate3D()	std.calculus	three-dimensional domain and integrand plan	IntegralResult<T>	explicit plan	NO	convergence/error explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Triple integral.
NSR-DOM-052	DOMAIN_GATED	∮	contour integral binder	complex/vector calculus profile	binder	1+	BINDER	N/A	contourIntegrate()	std.calculus	oriented contour plus integrand	IntegralResult<T>	explicit contour order	NO	orientation/convergence explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Contour integral.
NSR-DOM-053	DOMAIN_GATED	∂	partial derivative	calculus/autodiff/symbolic profile	prefix/binder	2+	BINDER	N/A	partial()	std.calculus	differentiable expression/function and selected variable	derivative expression/value/report	arguments once	NO	unsupported differentiability explicit	AUTODIFF_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Partial derivative.
NSR-DOM-054	DOMAIN_GATED	∇	gradient	vector calculus/autodiff profile	prefix	1	P150_PREFIX	right	gradient()	std.calculus	scalar field over a declared coordinate space	vector field	operand once	NO	dimension/domain explicit	AUTODIFF_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Gradient.
NSR-DOM-055	DOMAIN_GATED	∇·	divergence	vector calculus profile	prefix compound	1	P150_PREFIX	right	divergence()	std.calculus	vector field	scalar field	operand once	NO	dimension/domain explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Divergence; maximal-munch compound token in calculus context.
NSR-DOM-056	DOMAIN_GATED	∇×	curl	vector calculus profile	prefix compound	1	P150_PREFIX	right	curl()	std.calculus	three-dimensional vector field or declared curl domain	vector/scalar domain result	operand once	NO	dimension/domain explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Curl/rotational.
NSR-DOM-057	DOMAIN_GATED	Δ	Laplacian	calculus/PDE profile	prefix	1	P150_PREFIX	right	laplacian()	std.calculus	twice-differentiable scalar/vector field	field result	operand once	NO	boundary/discretization or symbolic policy explicit	PDE_SUBSTRATE_PARTIAL_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14/G16/G21; RF46-G35/G36; RF52-G47/G49	Laplacian.
NSR-DOM-058	DOMAIN_GATED	∼	distributed as	probability model profile	infix declaration/relation	2	SPECIAL_PROBABILITY	non-associative	distributedAs()	std.probability	random variable/model symbol and Distribution	typed probabilistic relation/binding	left then distribution once	NO	shape/support mismatch explicit	DISTRIBUTION_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G14; RF46-G37; RF52-G47/G48/G49	Declares or states a distributional relation.
NSR-DOM-059	DOMAIN_GATED	⫫	probabilistic independence	probability model profile	infix	2	P120_RELATIONAL	non-associative	independentOf()	std.probability	random variables or variable sets	Bool, constraint or model relation	left then right once	NO	model context required	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G14; RF46-G37; RF52-G47/G48/G49	Independence relation.
NSR-DOM-060	DOMAIN_GATED	|	conditional probability separator	inside `P(...)` probability grammar only	contextual separator	2	PROBABILITY_GRAMMAR	N/A	conditionalOn()	std.probability	event/expression pair inside a probability construct	conditional event/probability expression	context-defined	NO	outside the probability grammar it is not activated	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_CONTEXTUAL	RF27-G14; RF46-G37; RF52-G47/G48/G49	Separates event and condition only inside a dedicated probability grammar.
NSR-DOM-061	DOMAIN_GATED	∀	universal quantifier	contract/solver/formal profile	binder	1+	BINDER	N/A	forAll()	std.logic	finite or proof-bounded domain plus predicate	Bool, Constraint or ProofObligation	domain once; predicate under solver rules	NO	budgets and undecided status explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF46-G29/G30; RF52-G47/G48	Universal quantification.
NSR-DOM-062	DOMAIN_GATED	∃	existential quantifier	contract/solver/formal profile	binder	1+	BINDER	N/A	exists()	std.logic	finite or proof-bounded domain plus predicate	Bool, Constraint or ProofResult	domain once; search bounded	NO	SAT/UNSAT/UNKNOWN/TIMEOUT explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF46-G29/G30; RF52-G47/G48	Existential quantification.
NSR-DOM-063	DOMAIN_GATED	∄	non-existence quantifier	contract/solver/formal profile	binder	1+	BINDER	N/A	notExists()	std.logic	finite or proof-bounded domain plus predicate	Bool, Constraint or ProofResult	domain once; search bounded	NO	UNKNOWN/TIMEOUT distinct from proof	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_BINDER	RF46-G29/G30; RF52-G47/G48	States that no witness exists.
NSR-DOM-064	DOMAIN_GATED	⇒	logical implication	formal logic/contract profile	infix	2	P070_IMPLICATION	right	implies	std.logic	Bool/Constraint operands	Bool or Constraint	left once; right may be solver-lazy, never ordinary hidden effects	CONTEXTUAL	solver status explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	Implication, separate from graph arrows and match arrows.
NSR-DOM-065	DOMAIN_GATED	⇔	logical equivalence	formal logic/contract profile	infix	2	P060_EQUIVALENCE	non-associative	iff	std.logic	Bool/Constraint operands	Bool or Constraint	operands once	NO	solver status explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	If-and-only-if relation.
NSR-DOM-066	DOMAIN_GATED	⊢	provability relation	proof profile	infix/sequent	2+	PROOF_GRAMMAR	N/A	proves()	std.proof	proof context and proposition	ProofResult	proof engine rules	NO	UNKNOWN is not PASS	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	Syntactic derivability/provability.
NSR-DOM-067	DOMAIN_GATED	⊨	semantic satisfaction	model-checking profile	infix	2	PROOF_GRAMMAR	N/A	satisfies()	std.model	model and property	ModelCheckResult	bounded model evaluation	NO	counterexample/unknown/timeout explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	Semantic satisfaction.
NSR-DOM-068	DOMAIN_GATED	⊼	NAND	formal Boolean profile	infix	2	P090_AND	left	nand	std.logic	Bool operands	Bool	both operands exactly once	NO	non-Bool rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	Boolean NAND; unlike `&&`, it does not short-circuit.
NSR-DOM-069	DOMAIN_GATED	⊽	NOR	formal Boolean profile	infix	2	P080_OR	left	nor	std.logic	Bool operands	Bool	both operands exactly once	NO	non-Bool rejected	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF46-G29/G30; RF52-G47/G48	Boolean NOR; unlike `||`, it does not short-circuit.
NSR-DOM-070	DOMAIN_GATED	→	directed relation/edge	graph profile only	infix declaration	2	GRAPH_GRAMMAR	non-associative	directedEdgeTo()	std.graph	compatible nodes/states	Edge/Transition	left then right once	NO	duplicate/cycle policy graph-specific	GRAPH_SUBSTRATE_ACTIVE_SYMBOL_INACTIVE	APPROVED_DOMAIN_GATED	RF27-G09; RF46-G34/G45; RF52-G47/G48	Directed graph edge. It is not the ASCII `->` match/signature separator.
NSR-DOM-071	DOMAIN_GATED	↔	bidirectional relation/edge	graph profile only	infix declaration	2	GRAPH_GRAMMAR	non-associative	bidirectionalEdge()	std.graph	compatible nodes	edge pair or bidirectional edge	left then right once	NO	graph policy explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G09; RF46-G34/G45; RF52-G47/G48	Bidirectional graph relation.
NSR-DOM-072	DOMAIN_GATED	⇢	asynchronous/dataflow edge	workflow/dataflow profile	infix declaration	2	GRAPH_GRAMMAR	non-associative	asyncEdgeTo()	std.workflow	compatible stages/endpoints	typed asynchronous edge	construction only; runtime effects declared separately	NO	backpressure/capability policy explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G09; RF46-G34/G45; RF52-G47/G48	Asynchronous or dataflow connection.
NSR-DOM-073	DOMAIN_GATED	⟶	state transition	statechart/workflow profile	infix declaration	2	GRAPH_GRAMMAR	non-associative	transitionTo()	std.statechart	states and optional transition metadata	Transition	construction once	NO	guards/effects explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF27-G09; RF46-G34/G45; RF52-G47/G48	State transition notation.
NSR-DOM-074	DOMAIN_GATED	⧺	Text concatenation	Text profile	infix	2	P130_ADDITIVE	left	concat()	std.text	Text and Text	Text	left then right once	NO	allocation/length/Unicode metadata policy explicit	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Unambiguous Text concatenation without numeric coercion.
NSR-DOM-075	DOMAIN_GATED	=~	pattern/regex match	bounded regex profile	infix	2	P110_EQUALITY	non-associative	matches()	std.regex	Text and compiled/bounded Pattern	Bool or MatchResult depending on explicit form	text then pattern once	NO	step/depth/memory budgets; catastrophic pattern fails closed	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Bounded pattern match.
NSR-DOM-076	DOMAIN_GATED	!~	pattern/regex non-match	bounded regex profile	infix	2	P110_EQUALITY	non-associative	!matches()	std.regex	Text and Pattern	Bool	text then pattern once	NO	same budgets as `=~`	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Negated bounded pattern match.
NSR-DOM-077	DOMAIN_GATED	${...}	Text interpolation	inside interpolated Text literals only	embedded expression	1	TEXT_TEMPLATE_GRAMMAR	N/A	FormatPlan interpolation	std.text.format	pure expression accepted by the interpolation profile	Text segment/FormatPlan value	left-to-right exactly once	NO	compile-time type/format diagnostics	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED_AFTER_FORMATPLAN	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Syntax B from RF84; lowers to the same FormatPlan as `.format(...)`.
NSR-DOM-078	DOMAIN_GATED	%s/%d/%f/%b/%%	typed format placeholders	inside validated format Text only	template token	N	TEXT_TEMPLATE_GRAMMAR	N/A	Text.format(...)	std.text.format	placeholder/argument types and counts must match	FormatPlan/Text	arguments left-to-right exactly once	NO	compile-time for literal templates; Result for dynamic templates	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Percent tokens inside a format template are not arithmetic `%` operators.
NSR-DOM-079	DOMAIN_GATED	/name{...}	Slash render directive	inside Slash-enabled Text/RenderPlan templates only	template directive	1+	TEXT_TEMPLATE_GRAMMAR	N/A	RenderPlan directive	std.render.slash	registered bounded directive and validated body/options	RenderPlan node with plain fallback	template order	NO	unknown directive policy explicit; anti-Turing limits	INACTIVE_CURRENT	APPROVED_DOMAIN_GATED	RF84-G53/G59/G60/G61/G64/G65/G83; RF52-G47/G48	Semantic rendering directive; outside a Slash template `/` remains division.
NSR-DOM-080	DOMAIN_GATED	@	annotation/metadata introducer	declaration/metadata profile	prefix annotation	1+	DECLARATION_GRAMMAR	N/A	@	std.meta	registered annotation and typed arguments	metadata attached to a declaration/node	compile-time only unless the annotation explicitly declares generated runtime metadata	NO	unknown/invalid annotation diagnostic	INACTIVE_CURRENT_OR_RESERVED	APPROVED_DOMAIN_GATED	RF46-G28; RF52-G47/G48	Introduces typed metadata; it is never a free arithmetic operator.
NSR-RES-001	RESERVED	<.	reverse flow	future flow expression	infix	2	UNASSIGNED	non-associative	N/A	future.flow	unfrozen	unfrozen	unfrozen	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED_SEMANTICS_NOT_FROZEN	RF27-G03/G04; future decision	Historical parse-only idea; no executable semantics are frozen in this registry.
NSR-RES-002	RESERVED	<.>	bidirectional flow/binding	future endpoint relation	infix	2	UNASSIGNED	non-associative	N/A	future.flow	unfrozen	unfrozen	unfrozen	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED_SEMANTICS_NOT_FROZEN	RF27-G13; RF46-G31/G33/G45	Reserved until synchronization, ownership, causality and failure semantics are separately frozen.
NSR-RES-003	RESERVED	...	ellipsis/spread/rest/varargs	general source	contextual	N	UNASSIGNED	N/A	N/A	future.syntax	unfrozen	unfrozen	N/A	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF52-G47/G48	Does not activate spread, rest, varargs or a range.
NSR-RES-004	RESERVED	::	qualified path separator	module/namespace path	infix path separator	2	TYPE_OR_PATH_GRAMMAR	left	N/A	future.modules	unfrozen path/name rules	qualified symbol	compile-time	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF27-G03; RF52-G47/G48	Reserved because current modules do not require a second public path syntax.
NSR-RES-005	RESERVED	#	hash-prefixed syntax	outside Text/comments	prefix/contextual	N	UNASSIGNED	N/A	N/A	future.syntax	unfrozen	unfrozen	N/A	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF84/RF116; future lexer decision	Held for one future purpose only; no implicit debug, comment, color or template semantics.
NSR-RES-006	RESERVED	#RRGGBB	hash Color literal	future Color literal	literal	0	LITERAL	N/A	"Color.hex(""#RRGGBB"")"	future.color	Color context	Color	compile-time	NO	stable reserved diagnostic and quick fix	INACTIVE_CURRENT	RESERVED	RF116-G87/G88; RF52-G47/G48	Reserved until a dedicated lexer contract exists; explicit `Color.hex()` remains the safe form.
NSR-RES-007	RESERVED	$	dollar syntax outside interpolation	general source	prefix/contextual	N	UNASSIGNED	N/A	N/A	future.syntax	unfrozen	unfrozen	N/A	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED_OUTSIDE_TEXT_INTERPOLATION	RF84-G61; RF52-G47	Only `${...}` inside an interpolation-enabled Text literal may eventually use dollar.
NSR-RES-008	RESERVED	`...`	backtick literal/template	future raw/tagged template	delimited	N	TEXT_GRAMMAR	N/A	N/A	future.text	unfrozen	Text/template	source order	NO	stable reserved diagnostic	INACTIVE_CURRENT	RESERVED	RF84-G63; RF52-G47/G48	Reserved until raw, multiline and tagged literal grammar is frozen.
