id	lexeme	utf8_hex	codepoints	registry_class	classification	edition	context	fixity	precedence	associativity	canonical_ascii	positive_ids	negative_ids	limits	authority	registry_sha256
NSR-DOM-002	∛	e2889b	U+221B	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric/math profile	prefix	P150_PREFIX	right	cubeRoot()	operator:root-e2889b--125,operator:root-e2889b--8	operator:wrong-unary-e2889b	Native checked exact signed Int roots; nonintegral/invalid real roots trap through the arithmetic domain owner.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-003	∜	e2889c	U+221C	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric/math profile	prefix	P150_PREFIX	right	fourthRoot()	operator:root-e2889c-0,operator:root-e2889c-1	operator:wrong-unary-e2889c	Native checked exact signed Int roots; nonintegral/invalid real roots trap through the arithmetic domain owner.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-004	!	21	U+0021	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	postfix in combinatorics profile	postfix	P170_POSTFIX	left	factorial()	operator:factorial-0,operator:factorial-1	operator:wrong-unary-666163746f7269616c	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-005	∞	e2889e	U+221E	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	extended numeric, interval and calculus profiles	literal	LITERAL	N/A	inf	operator:constant-infinity-7,operator:constant-infinity-23	operator:wrong-domain-e2889e	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-006	π	cf80	U+03C0	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	math/angle profile	literal constant	LITERAL	N/A	PI	operator:constant-pi-7,operator:constant-pi-23	operator:wrong-domain-cf80	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-007	τ	cf84	U+03C4	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	math/angle profile	literal constant	LITERAL	N/A	TAU	operator:constant-tau-7,operator:constant-tau-23	operator:wrong-domain-cf84	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-008	∑	e28891	U+2211	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	finite collection/range reduction	binder	BINDER	N/A	sum()	operator:reduce-e28891-[],operator:reduce-e28891-[17]	operator:wrong-domain-e28891	Finite immutable Array<Int,N> domain; canonical checked constant fold in source order; empty identities 0/1; constant overflow is rejected with NEBO_TYPE_CONSTANT_OVERFLOW; later publication and explicit return remain in the shared Program.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-009	∏	e2888f	U+220F	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	finite collection/range reduction	binder	BINDER	N/A	product()	operator:reduce-e2888f-[],operator:reduce-e2888f-[17]	operator:wrong-domain-e2888f	Finite immutable Array<Int,N> domain; canonical checked constant fold in source order; empty identities 0/1; constant overflow is rejected with NEBO_TYPE_CONSTANT_OVERFLOW; later publication and explicit return remain in the shared Program.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-010	±	c2b1	U+00B1	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	measurement/interval profile	infix	P130_ADDITIVE	left	Uncertain(value, uncertainty)	operator:uncertain-value-17-3,operator:uncertain-value-29-3	operator:wrong-domain-c2b1	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-011	≈	e28988	U+2248	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric/measurement profile	infix with required tolerance contract	P110_EQUALITY	non-associative	approxEquals(...)	operator:uncertain-e28988-17-3-23-3,operator:uncertain-e28988-17-3-24-3	operator:wrong-domain-e28988	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-012	≉	e28989	U+2249	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric/measurement profile	infix with required tolerance contract	P110_EQUALITY	non-associative	!approxEquals(...)	operator:uncertain-e28989-17-3-23-3,operator:uncertain-e28989-17-3-24-3	operator:wrong-domain-e28989	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-013	≡	e289a1	U+2261	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	symbolic/formal profile	infix	P110_EQUALITY	non-associative	equivalentTo()	operator:uncertain-e289a1-17-3-23-3,operator:uncertain-e289a1-17-3-24-3	operator:wrong-domain-e289a1	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-014	∣	e288a3	U+2223	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	integer/number-theory profile	infix	P120_RELATIONAL	non-associative	divides()	operator:divisibility-e288a3-0-17,operator:divisibility-e288a3-7-63	operator:wrong-domain-e288a3	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-015	∤	e288a4	U+2224	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	integer/number-theory profile	infix	P120_RELATIONAL	non-associative	!divides()	operator:divisibility-e288a4-0-17,operator:divisibility-e288a4-7-63	operator:wrong-domain-e288a4	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-016	⌊x⌋	e28c8a78e28c8b	U+230A U+0078 U+230B	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric profile	delimited prefix/postfix pair	DELIMITER_OPERATOR	N/A	floor()	operator:round-e28c8a--17.75,operator:round-e28c8a--0.0	operator:wrong-unary-666c6f6f72	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-017	⌈x⌉	e28c8878e28c89	U+2308 U+0078 U+2309	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	numeric profile	delimited prefix/postfix pair	DELIMITER_OPERATOR	N/A	ceil()	operator:round-e28c88--17.75,operator:round-e28c88--0.0	operator:wrong-unary-6365696c	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-018	∝	e2889d	U+221D	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	symbolic/measurement profile	infix	P120_RELATIONAL	non-associative	proportionalTo()	operator:uncertain-e2889d-17-3-23-3,operator:uncertain-e2889d-17-3-24-3	operator:wrong-domain-e2889d	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-019	°	c2b0	U+00B0	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	angle/units profile	postfix	P170_POSTFIX	left	Angle.degrees()	operator:angle-0-False,operator:angle-0-True	operator:wrong-domain-c2b0	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-020	‰	e280b0	U+2030	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	ratio/units profile	postfix	P170_POSTFIX	left	PerMille()	operator:ratio-e280b0-0-False,operator:ratio-e280b0-0-True	operator:wrong-domain-e280b0	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-021	‱	e280b1	U+2031	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	finance/ratio profile	postfix	P170_POSTFIX	left	BasisPoints()	operator:ratio-e280b1-0-False,operator:ratio-e280b1-0-True	operator:wrong-domain-e280b1	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-022	°C	c2b043	U+00B0 U+0043	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	temperature/units profile	postfix unit suffix	P170_POSTFIX	left	Temperature.celsius()	operator:temperature-0-False,operator:temperature-0-True	operator:wrong-domain-c2b043	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-023	°F	c2b046	U+00B0 U+0046	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	temperature/units profile	postfix unit suffix	P170_POSTFIX	left	Temperature.fahrenheit()	operator:temperature-0-False,operator:temperature-0-True	operator:wrong-domain-c2b046	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-024	∈	e28888	U+2208	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set/collection profile	infix	P120_RELATIONAL	non-associative	contains()	operator:membership-e28888-0-2,operator:membership-e28888-0-7	operator:wrong-set-e28888	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-025	∉	e28889	U+2209	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set/collection profile	infix	P120_RELATIONAL	non-associative	!contains()	operator:membership-e28889-0-2,operator:membership-e28889-0-7	operator:wrong-set-e28889	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-026	∪	e288aa	U+222A	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P130_ADDITIVE	left	union()	operator:set-e288aa-0,operator:set-e288aa-1	operator:wrong-set-e288aa	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-027	∩	e288a9	U+2229	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P140_MULTIPLICATIVE	left	intersection()	operator:set-e288a9-0,operator:set-e288a9-1	operator:wrong-set-e288a9	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-028	∖	e28896	U+2216	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P130_ADDITIVE	left	difference()	operator:set-e28896-0,operator:set-e28896-1	operator:wrong-set-e28896	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-029	△	e296b3	U+25B3	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P130_ADDITIVE	left	symmetricDifference()	operator:set-e296b3-0,operator:set-e296b3-1	operator:wrong-set-e296b3	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-030	⊆	e28a86	U+2286	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P120_RELATIONAL	non-associative	isSubsetOf()	operator:set-e28a86-0,operator:set-e28a86-1	operator:wrong-set-e28a86	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-031	⊂	e28a82	U+2282	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P120_RELATIONAL	non-associative	isProperSubsetOf()	operator:set-e28a82-0,operator:set-e28a82-1	operator:wrong-set-e28a82	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-032	⊇	e28a87	U+2287	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P120_RELATIONAL	non-associative	isSupersetOf()	operator:set-e28a87-0,operator:set-e28a87-1	operator:wrong-set-e28a87	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-033	⊃	e28a83	U+2283	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P120_RELATIONAL	non-associative	isProperSupersetOf()	operator:set-e28a83-0,operator:set-e28a83-1	operator:wrong-set-e28a83	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-034	×	c397	U+00D7	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	infix	P140_MULTIPLICATIVE	left	cartesianProduct()	operator:set-c397-0,operator:set-c397-1	operator:wrong-set-c397	Current G133 finite immutable Array<Int,N> set profile with distinct values in 0..62; canonical mask/cardinality owner; independent Python set operations. This does not substitute for the separately proved native Dict/Set APIs.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-035	∅	e28885	U+2205	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	set profile	literal	LITERAL	N/A	Set.empty()	operator:set-empty-context-0,operator:set-empty-context-1	operator:wrong-set-e288aa	Current native grammar/context only; no implicit activation.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-036	·	c2b7	U+00B7	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	vector/matrix profile	infix	P140_MULTIPLICATIVE	left	dot()	boundedoperator:dom-036-named-0,boundedoperator:dom-036-named-1	linear:dot-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-037	×	c397	U+00D7	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	Vector3/geometry profile	infix	P140_MULTIPLICATIVE	left	cross()	boundedoperator:dom-037-named-0,boundedoperator:dom-037-named-1	linear:cross-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-038	⊙	e28a99	U+2299	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	matrix/tensor profile	infix	P140_MULTIPLICATIVE	left	hadamard()	boundedoperator:dom-038-named-0,boundedoperator:dom-038-named-1	linear:hadamard-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-039	⊗	e28a97	U+2297	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	matrix/tensor profile	infix	P140_MULTIPLICATIVE	left	tensorProduct()	boundedoperator:dom-039-named-0,boundedoperator:dom-039-named-1	linear:tensor-right-scalar	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements. Typed infix statement profile additionally supports Int extents 1..64 (cross/parallel exactly 3), tensor result at most 64 lanes; native checked kernels, distinct owned results, ordered operands and explicit program return.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-040	⊕	e28a95	U+2295	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	algebra/matrix profile	infix	P130_ADDITIVE	left	directSum()	boundedoperator:dom-040-named-0,boundedoperator:dom-040-symbol-0	boundedoperator:dom-040-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-041	ᵀ	e1b580	U+1D40	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	matrix/tensor profile	postfix	P170_POSTFIX	left	transpose()	boundedoperator:dom-041-symbol-0-0-1,boundedoperator:dom-041-named-0-0-1	boundedoperator:dom-041-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-042	†	e280a0	U+2020	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	complex linear-algebra profile	postfix	P170_POSTFIX	left	adjoint()	boundedoperator:dom-042-symbol-0-realAt-0,boundedoperator:dom-042-symbol-0-imagAt-0	boundedoperator:dom-042-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-043	⁻¹	e281bbc2b9	U+207B U+00B9	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	algebra/matrix profile	postfix	P170_POSTFIX	left	inverse()	boundedoperator:dom-043-symbol-0-0-0,boundedoperator:dom-043-symbol-0-0-1	boundedoperator:dom-043-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-044	‖x‖	e2809678e28096	U+2016 U+0078 U+2016	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	vector/matrix profile	delimited	DELIMITER_OPERATOR	N/A	norm()	boundedoperator:dom-044-symbol-0,boundedoperator:dom-044-named-0	boundedoperator:dom-044-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-045	⟨u,v⟩	e29fa8752c76e29fa9	U+27E8 U+0075 U+002C U+0076 U+27E9	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	inner-product-space profile	delimited	DELIMITER_OPERATOR	N/A	innerProduct()	boundedoperator:dom-045-symbol-0,boundedoperator:dom-045-named-0	boundedoperator:dom-045-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
NSR-DOM-046	∘	e28898	U+2218	DOMAIN_GATED	ACTIVE_BOUNDED	1;2-compatible	callable/algebra profile	infix	P145_COMPOSITION	right	compose()	boundedoperator:dom-046-named-0,boundedoperator:dom-046-symbol-0	boundedoperator:dom-046-negative	Exact immutable Int Vector aggregate grammar, extent 1..4; matrix Int/Complex profile at most four logical cells; vector observers sum, checked rational inverse numerator/denominator, exact integer norm; symbolic/named parity; all source tokens consumed by the canonical current profile, without adjacent statements.	docs/specifications/nebo-language/NEBO-SYMBOL-AND-OPERATOR-REGISTRY-v1.0.tsv	a6f6cd1fbda1b6ee77934fa24a3b1f654ae16c657a1bd2a1c9c61444f5d72f2a
