identity	surface	tier	status	target	owner	limits	proof	subgroup
claim:1c0b6d07949f6c3902798b1c	narrow	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:1e2ceb2abb0cfcdb3c0f6970	reshape	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:1ef963e0024e9ad27f329bd9	batchedMatmul	POST_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	UNDECLARED	compiler/semantic/matrix/g015_source_vertical.inc	Current corrected G015 explicitly reserves matrix.batchedMatmul(other) for the later Tensor phase; internal native entry is not counted as public source proof. Contract SHA256=aa1557fa0dc47a0e55b16aa4fc1e1b3c50832ad40a2cbe3f9af459fad51822df	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:1f712c919eafba30e5481135	columns	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:2222ce9586c7f405cb99ba1f	hide	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.hide()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:246b4088ae9157f21a5429bb	map	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:308db77473c4a1d1ce671a47	einsum	POST_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	UNDECLARED	compiler/semantic/tensor/g016_source_vertical.inc	Corrected G016 conditions this advanced operation on a stable einsum planner; the current native owner explicitly rejects it and no stable planner is declared. The conditional operation is not counted as an executed public API. Contract SHA256=2729003e7dc1b5c7c39ab2d1e1eaeef54b85fbda5da2935309f3aa7877ac0f6d	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:30ab41839ccd12d5db3e40b8	mean	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:328b5470276534ad3c491fd7	device	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:33db5857b437f41d4535fef3	contiguous	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:35879b9ed477bfa66506f0aa	max	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:3610c3c4724f161aa6c933d1	scale	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:391a3b0abc5fcfaa25f32931	TextInput	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:TextInput.new(value)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:396c5d91694f7d7b4554b190	row	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:39dce5a057a05eb6474a8f3e	bar	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Chart.bar(categories, values)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:3b924b1bec519c3e9195ddeb	create	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Window.create(options); g018-declaration:Canvas.create(width, height)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:3bba4d389da20f40e643e706	Tensor	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	sdk/interfaces/prelude/stdlib-registry.json	Authenticated selective std.scientific import reaches the current typed native constructor and method owner in default and no-prelude compilation. Exact shape/value/native boundaries remain those of the receiver-qualified Matrix/Tensor rows. The visibility host consumes import declarations only; native code compiles and executes all remaining statements and the explicit return.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:3be127c3cbd95d126f09179b	requestRedraw	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.requestRedraw()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:3dc7f795239e6002434501e3	any	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:40a755e1065b71062d2a0963	filled	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:40c477c7a1ba40dffe257647	Window	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Window.create(options)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:4745617a708b26eef70d1b3f	grid	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Layout.grid(spec, children)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:494131e4d2c9cc53391e7e16	determinant	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:4e804ddf984a1313d447907c	outer	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:510923a7355e17893064b946	resize	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.resize(width, height); g018-declaration:event.resize()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:556c54b8ded54df938b60ba8	Canvas	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Canvas.create(width, height)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:5633d6573c2350c7aa43c6cb	add	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:56697641d57dfe7da951c074	image	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:canvas.image(image, destination)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:59a22aacdf82300702c5de58	histogram	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Chart.histogram(values, bins)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:59ccdea5ea58f7a8dd068f63	filled	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:5bcdf84b44551d9af2a795db	where	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6164f7e068b79f1e4385edbf	select	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:622ac741502c1a3d2d330126	Button	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Button.new(label)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:639b827943cf93320a390064	Layout	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Layout.row(children); g018-declaration:Layout.column(children); g018-declaration:Layout.grid(spec, children)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:65ff22ffc645e9075bbcb75b	ScanPlan	EXCLUDED_1_0	INTERNAL_ONLY_NOT_COUNTED_AS_PUBLIC	UNDECLARED	compiler/semantic/visual/g105_source_vertical.inc	The actual corrected G105 public surface table lists contextual methods, not a ScanPlan value constructor or print alias. The old internal plan marker/seed program is rejected; real source values reach the typed plan through Text.scan. No public API is inferred from this parser atom.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6a7b70ff03a3ba66ed67a7bf	print	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	UNDECLARED	compiler/semantic/visual/g105_source_vertical.inc	The actual corrected G105 public surface table lists contextual methods, not a ScanPlan value constructor or print alias. The old internal plan marker/seed program is rejected; real source values reach the typed plan through Text.scan. No public API is inferred from this parser atom.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6b2570ce2d55e0ff653836c1	divide	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6e9ee62093071ea7bc7fc4b4	pointer	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:event.pointer()	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6f8f7fcb6bf03e2546e42615	cholesky	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/matrix/g015_source_vertical.inc	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:6fc9b39228aa1659ef6c3eb3	setTitle	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:window.setTitle(text)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:70e6cace1143cc733604c11d	permute	EXPERIMENTAL	BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	x86_64-systemv-elf-linux	compiler/semantic/tensor/g016_source_vertical.inc	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:71f1aaac0442431cfea63328	column	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:Layout.column(children)	NO_STABLE_RUNTIME_CLAIM	G178-S08
claim:72f3482aa6e2821e3e7eab21	preventDefault	EXCLUDED_1_0	CONTRACT_ONLY_NOT_COUNTED_AS_PUBLIC	x86_64-systemv-elf-linux	compiler/semantic/visual/g018_source_vertical.inc	Spelling alias only; inspect every qualified declaration: g018-declaration:event.preventDefault()	NO_STABLE_RUNTIME_CLAIM	G178-S08
