identity	ownership	effects	capabilities	import_grants_capability	limits	negative_cases
claim:4c814abc5cf5237a2bd5d2d2	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Dict.reserve; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:reserve-type
claim:4ec899a194e61c8e4122d838	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:feedback; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:metadata-type,scan:option-arity-feedback
claim:4f51bce75a774f5cc3aeb531	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	precision:classifier-extra-argument
claim:4fe4393e76342243fa2d88bf	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Event<Int>.value; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:event-type
claim:52a41f4c247955848764e413	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Spelling alias only; inspect every qualified declaration: g018-declaration:Text.console(); g018-declaration:Int.console(); g018-declaration:Bool.console(); g018-declaration:console.title(text); g018-declaration:console.clear(); g018-declaration:console.append(value, style); g018-declaration:console.style(range, style); g018-declaration:console.scrollToEnd(); g018-declaration:console.size(); g018-declaration:console.close() Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:append-float,console:append-missing,console:bare-color,console:clear-arity,console:close-arity,console:close-clear,console:close-publish,console:close-twice,console:scroll-arity,console:size-arity,console:style-bound--1-1,console:style-bound-0-3,console:style-bound-2-1,console:style-endpoint-type,console:style-role-type,console:style-selection-arity,console:style-selection-type,console:styled-append-arity,console:styled-append-type,console:title-limit,console:title-type
claim:5347bdcdb00f42f1c3a42a72	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Dict.get; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:released-reference-read
claim:53b7c6e2a6265fa7564fb599	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	toText(); 4096 generated output bytes; owned for Text/Int static for Bool; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Explicit parse result; preserve checked numeric domain and Unicode policy	textparse:arity-toText
claim:53cf67a22ac4477f89f4005b	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Dataset.partitionCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-partition-count-arity
claim:547467641629e92203b10bf1	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	isAscii(); whole input; O(n); ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-isAscii
claim:549e7059025a971fcc365dc9	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Spelling alias only; inspect every qualified declaration: g018-declaration:console.scrollToEnd() Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:scroll-arity
claim:54ad79f5f8bd26f18fe4bb4d	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:autocomplete; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:autocomplete-ambiguous,scan:autocomplete-absent,scan:choice-type-autocomplete
claim:55290ab94bb4dfe62eb3d860	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one
claim:55dee89308056e33be8c40fb	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Table.rowCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:table-row-count-arity
claim:5627492c9ec2cab409b18eaf	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Tree<Int>.new,g009-public:Tree.root,g009-public:Tree.addChild,g009-public:Tree.removeSubtree,g009-public:Tree.parent,g009-public:Tree.children,g009-public:Tree.height,g009-public:Tree.preorder,g009-public:Tree.postorder,g009-public:Tree.lowestCommonAncestor; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-children-node-type,relation:tree-copy,relation:tree-height-arity,relation:tree-lca-node-type,relation:tree-parent-node-type,relation:tree-payload-type,relation:tree-postorder-arity,relation:tree-preorder-arity,relation:tree-raw-handle,relation:tree-removeSubtree-node-type,relation:tree-root-arity,relation:tree-type,relation:tree-wrong-child-value
claim:5650d741e3336cb96ad15195	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Typed active variant and structured errors; bounded combinators; explicit ownership; no arbitrary callback promise	optionresult:result-or-else-type
claim:579eeed18af4e5b64384372f	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Stream.batch,g010-public:Stream.batch.next,g010-public:Stream.batch.sink; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:batch-copy,data:batch-option-copy,data:batch-sink-extra-argument,data:batch-sink-return-value,data:batch-sink-scalar-receiver,data:batch-size-arity,data:batch-size-invalid--1,data:batch-size-invalid-0,data:batch-size-invalid-65,data:batch-size-type
claim:57b9a3fd10dc01e0aea508b1	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Tree.children; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:tree-children-node-type
claim:587e6f8343e0bd64c09b5952	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	lower(); 4096 output bytes; ASCII root profile; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:arity-lower
claim:596c8f79dd98c9f8afc299ff	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	statistics:arity-mean,statistics:float-status
claim:5bc5f510dfda3d787fe58416	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Spelling alias only; inspect every qualified declaration: g018-declaration:visual.summarize(value) Retained document/headless software profile; exact nodes and bytes; no live desktop claim	console:visual-summary-arity,console:visual-summary-range--1,console:visual-summary-range-256,console:visual-summary-shadow,console:visual-summary-type
claim:5c4067090d3eb3b35c41ae27	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:redact; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:secret-arity,scan:option-arity-redact
claim:5c562dd249bf5aac06fc39e8	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Node.degree; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-degree-arity
claim:5d47e5dcd877ab58dedc8c74	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	filesystem	PRIVATE_DIRECTORY	NO	Actual nominal immutable Path, canonical native normalize/join/isAbsolute/fileName owners; 4096-byte paths, 64 components, 255-byte components. File.readText/writeText consume typed Path and Text, explicit utf8 and truncate/append/atomic policies, at most 4096 bytes. Native File capability is restricted to the execution directory through openat2 beneath/no-symlink resolution. Every file and root descriptor closes; private filesystem byte effects and 512 repeated reads are independent observations. This is the material convenience profile, not a claim for arbitrary live handle or directory APIs. Caller-owned beneath directory; no symlinks; UTF-8; 4096-byte paths, 64 components, 255-byte component; atomic write	filesystem:read-path-type,filesystem:read-limit-type,filesystem:encoding-policy,filesystem:encoding-shadow,filesystem:write-value-type,filesystem:write-mode,filesystem:file-domain-missing,filesystem:file-domain-encoding,filesystem:file-domain-bound,filesystem:file-domain-absolute
claim:5d68b86e20730e28aa956938	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Dict.validateInvariants; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:use-after-drop
claim:5e73e28d4202b9aaa2f0b803	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Dict.insert,g008-public:Set.insert; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:insert-key-type,dict:insert-value-type,dict:set-insert-type
claim:5eff28a6e44e3a21a5fe4063	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	lastIndexOf(Text); byte index; O((n-m+1)m); ; borrowed inputs; caller-owned Option slot; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-lastIndexOf
claim:605839f798b2d5e2acbe2ece	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Row.from,g010-public:Stream<Int>.from,g010-public:Column<Int>.from; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-copy,data:column-element-type,data:column-from-type,data:column-mixed-type,data:column-value-type,data:row-copy,data:row-empty-values,data:row-missing-nonnullable,data:row-schema-type,data:row-too-few,data:row-too-many,data:row-value-float,data:row-value-type,data:stream-copy,data:stream-element-type,data:stream-from-type,data:stream-value-type
claim:60d1fd8b101110462a0f41f7	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	parseInt(); decimal signed i64; Result by value; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Explicit parse result; preserve checked numeric domain and Unicode policy	textparse:arity-parseInt,textparse:fallback-type-Int
claim:6173cc5395595d52edab0b9e	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:sensitive; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:secret-arity,scan:option-arity-sensitive
claim:61aa7b5cbbbb8c070ae1ba1e	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Dataset.schema; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:dataset-schema-arity
claim:620b2733fc66bb9048954ffb	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:paragraph; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multiline-mode-conflict
claim:641aec17a589f5dddf4bd6d8	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Set.union; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:set-union-type
claim:66f55df88e329e6f7b3845b5	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Graph.removeNode; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-removeNode-node-type
claim:672cbc44e1fd06f50a7411eb	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report Independent deterministic seeded states; checked intervals and distribution domains; no cryptographic entropy claim	random:shuffle-after-release,random:shuffle-two-aliases,random:shuffle-readonly,random:shuffle-arity
claim:67b6d4ca4484c9e25d4b86e1	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Int.hash,g008-public:hash.randomized,g008-public:hash.deterministic; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:int-hash-type,hashpolicy:randomized-arity,hashpolicy:seed-missing,hashpolicy:seed-type
claim:6937d35c35869eaea1bf0bc4	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:mock-type
claim:6a2d6ca2a076aba49e66d2b6	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:confirm; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-confirm-invalid
claim:6bb554d0f4e59db5aeb18326	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Graph.shortestPathUnweighted; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-shortestPathUnweighted-nodes-type
claim:6c23175d9d55314ba5b93297	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:menu; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:choice-variant-menu-absent,scan:choice-type-menu
claim:6d58fe076f0a92fb0f968d5d	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:replay; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:replay-missing,scan:replay-limit,scan:replay-parent,scan:replay-absolute
claim:6ef45fa5e187a095aa4bb988	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Node<Int>.new,g009-public:Tree<Int>.new; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:node-wrong-replacement,relation:tree-copy,relation:tree-payload-type,relation:tree-type
claim:6f82e8fa7619ca993905dee9	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	concat(Text); 4096 output bytes; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:type-concat
claim:6fb6caef89fc6a429f8ac647	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	math:math-text-return,math:record-capacity-plus-one
claim:70a32b2332904c991acd74a9	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Text.() -> Int; 1048576 input bytes; 15.1 Latin Extend/CRLF/ZWJ; borrow receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	text:grapheme-arity
claim:73678e7a57b1ccfbeadb9513	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g010-public:Column.min; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	data:column-min-arity
claim:73d2cc57c1e6c24f7d38330d	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g009-public:Graph<Int,Int>.directed,g009-public:Graph<Int,Int>.undirected,g009-public:Graph.addNode,g009-public:Graph.addEdge,g009-public:Graph.removeNode,g009-public:Graph.removeEdge,g009-public:Graph.neighbors,g009-public:Graph.breadthFirst,g009-public:Graph.depthFirst,g009-public:Graph.hasCycle,g009-public:Graph.topologicalSort,g009-public:Graph.shortestPathUnweighted,g009-public:Graph.dijkstra,g009-public:Graph.connectedComponents; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	relation:graph-add-node-type,relation:graph-breadthFirst-node-type,relation:graph-connectedComponents-arity,relation:graph-depthFirst-node-type,relation:graph-dijkstra-nodes-type,relation:graph-edge-arity,relation:graph-edge-type,relation:graph-hasCycle-arity,relation:graph-missing-edge-type,relation:graph-neighbors-node-type,relation:graph-raw-handle,relation:graph-remove-edge-type,relation:graph-removeNode-node-type,relation:graph-shortestPathUnweighted-nodes-type,relation:graph-topologicalSort-arity,relation:graph-wrong-weight,relation:traversal-borrow,relation:traversal-copy
claim:744c77a8fc81f2e310d00d07	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	vector:method-normalize-empty,vector:float-method-normalize
claim:7469642aa07e1e30b24b32d0	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	input,console	SYNTHETIC_INPUT_AND_RETAINED_CONSOLE	NO	Contextual alias for g170-scan:multiSelect; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	scan:multi-select-duplicate,scan:multi-select-absent,scan:choice-type-multiSelect
claim:75a6787eaf379c6879a069c7	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Hasher.new,g008-public:Hasher.writeBytes,g008-public:Hasher.finish; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:hasher-bytes-type,dict:hasher-finish-arity,dict:hasher-seed-type
claim:766d1ec0b8bced8b0d79fbb6	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Dict.containsKey; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:use-after-drop
claim:76c12b03f3d49b8de281cb2c	Exact typed owner contract; no copy/borrow/clone capability inferred from spelling	Per expression: pure computation plus explicit observed sinks	NO_IMPLICIT_GRANT	NO	Spelling alias for g008-public:Set.isSubsetOf; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	dict:set-isSubsetOf-type
