path	line_or_field	observed	classification	action	expected_after	validation
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:7	"SOURCE-PROVENANCE.json	line:3	""""""status"""": """"PULL_REQUEST_CANDIDATE"""",""	CURRENT_PROVENANCE	source_provenance	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"SOURCE-PROVENANCE.json	line:3	""""""status"""": """"PULL_REQUEST_CANDIDATE"""",""	CURRENT_PROVENANCE	source_provenance	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:8	"SOURCE-PROVENANCE.json	line:23	""""""publication"""": """"Pull request candidate; no tag, release or uploaded binary assets""""""	CURRENT_PROVENANCE	source_provenance	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"SOURCE-PROVENANCE.json	line:23	""""""publication"""": """"Pull request candidate; no tag, release or uploaded binary assets""""""	CURRENT_PROVENANCE	source_provenance	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:9	"docs/public/v1.0/index.md	line:23	Source version: `1.1.0`; Language Edition: `1.0`. PULL_REQUEST_CANDIDATE.	CURRENT_PUBLIC_DOCUMENTATION	public_index	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/public/v1.0/index.md	line:23	Source version: `1.1.0`; Language Edition: `1.0`. PULL_REQUEST_CANDIDATE.	CURRENT_PUBLIC_DOCUMENTATION	public_index	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:10	"docs/public/v1.0/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:5	Publication status: PULL_REQUEST_CANDIDATE	CURRENT_RELEASE_READINESS_OWNER	release_notes_copy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/public/v1.0/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:5	Publication status: PULL_REQUEST_CANDIDATE	CURRENT_RELEASE_READINESS_OWNER	release_notes_copy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:11	"docs/public/v1.0/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:38	signing approval, supported OS or GPU claim is made. The latest published release remains 1.0.1 until separate release publication.	CURRENT_RELEASE_READINESS_OWNER	release_notes_copy	PRESERVE	1.0.1	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/public/v1.0/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:38	signing approval, supported OS or GPU claim is made. The latest published release remains 1.0.1 until separate release publication.	CURRENT_RELEASE_READINESS_OWNER	release_notes_copy	PRESERVE	1.0.1	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:12	"docs/reference/nebo-1.0/g027-readiness.md	line:23	describe publication. The public source is a PULL_REQUEST_CANDIDATE; the latest	CURRENT_PUBLIC_DOCUMENTATION	readiness_scope	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/reference/nebo-1.0/g027-readiness.md	line:23	describe publication. The public source is a PULL_REQUEST_CANDIDATE; the latest	CURRENT_PUBLIC_DOCUMENTATION	readiness_scope	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:13	"docs/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:5	Publication status: PULL_REQUEST_CANDIDATE	CURRENT_RELEASE_READINESS_OWNER	release_notes	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:5	Publication status: PULL_REQUEST_CANDIDATE	CURRENT_RELEASE_READINESS_OWNER	release_notes	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:14	"docs/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:38	signing approval, supported OS or GPU claim is made. The latest published release remains 1.0.1 until separate release publication.	CURRENT_RELEASE_READINESS_OWNER	release_notes	PRESERVE	1.0.1	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/releases/NEBO-1.1.0-RELEASE-NOTES.md	line:38	signing approval, supported OS or GPU claim is made. The latest published release remains 1.0.1 until separate release publication.	CURRENT_RELEASE_READINESS_OWNER	release_notes	PRESERVE	1.0.1	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:15	"docs/releases/VERSION-DECISION.md	line:5	Publication status: **PULL_REQUEST_CANDIDATE**.	CURRENT_RELEASE_READINESS_OWNER	version_decision	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"docs/releases/VERSION-DECISION.md	line:5	Publication status: **PULL_REQUEST_CANDIDATE**.	CURRENT_RELEASE_READINESS_OWNER	version_decision	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:16	"release/PUBLIC-RELEASE-CANDIDATE.env	line:1	STATUS=PULL_REQUEST_CANDIDATE	CURRENT_PUBLICATION_STATE_OWNER	release_state	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"release/PUBLIC-RELEASE-CANDIDATE.env	line:1	STATUS=PULL_REQUEST_CANDIDATE	CURRENT_PUBLICATION_STATE_OWNER	release_state	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:17	"tests/public/policy.py	line:53	assert env['STATUS']=='PULL_REQUEST_CANDIDATE' and env['VERSION']=='1.1.0' and env['EDITION']=='1.0'	CURRENT_VALIDATOR_EXPECTATION	public_policy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"tests/public/policy.py	line:53	assert env['STATUS']=='PULL_REQUEST_CANDIDATE' and env['VERSION']=='1.1.0' and env['EDITION']=='1.0'	CURRENT_VALIDATOR_EXPECTATION	public_policy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/NEBO-1.1.0-FINALIZATION-STATUS-INVENTORY.tsv	line:18	"version/DERIVED-VERSION-OWNERS.json	line:100	""""""Publication status: PULL_REQUEST_CANDIDATE""""""	CURRENT_DERIVED_OWNER_POLICY	version_owner_policy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	HISTORICAL_FINALIZATION_PR_RECORD	PRESERVE	"version/DERIVED-VERSION-OWNERS.json	line:100	""""""Publication status: PULL_REQUEST_CANDIDATE""""""	CURRENT_DERIVED_OWNER_POLICY	version_owner_policy	TRANSITION	FINAL_RELEASE_READY	Explicit finalization metadata policy; independent baseline inventory audit"	Exact baseline observation and independently reviewed final release identity
release/PUBLIC-PR-CHANGE-MANIFEST.tsv	line:5	"CHANGELOG.md	ADD	PUBLIC_CURRENT_DOCUMENTATION	Unreleased changes and preserved public release history	Public source, license, version and integrity gates"	HISTORICAL_PR_1_RECORD	PRESERVE	"CHANGELOG.md	ADD	PUBLIC_CURRENT_DOCUMENTATION	Unreleased changes and preserved public release history	Public source, license, version and integrity gates"	Exact baseline observation and independently reviewed final release identity
release/PUBLIC-RELEASE-CANDIDATE.env	line:2	STATUS=FINAL_RELEASE_READY	CURRENT_FINAL_RELEASE_STATE_OWNER	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
release/PUBLIC-RELEASE-CANDIDATE.env	line:12	RELEASE_DATE=UNSET	CURRENT_FINAL_RELEASE_STATE_OWNER	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
release/PUBLIC-VALIDATION.json	line:71	"""release_readiness"": ""FINAL_RELEASE_READY"","	CURRENT_VALIDATION_METADATA	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
scripts/ci-public.sh	line:7	unset PYTHONHOME PYTHONPATH LD_LIBRARY_PATH LD_PRELOAD	NOT_A_RELEASE_STATE	PRESERVE	unset PYTHONHOME PYTHONPATH LD_LIBRARY_PATH LD_PRELOAD	Exact baseline observation and independently reviewed final release identity
sdk/nebo-1.0/install/INSTALLATION-PROFILE-SPEC.md	line:45	NEBO_PACKAGE_STORE only if unset. Bash output also registers command completion.	NOT_A_RELEASE_STATE	PRESERVE	NEBO_PACKAGE_STORE only if unset. Bash output also registers command completion.	Exact baseline observation and independently reviewed final release identity
tests/c13/prc-a3/function-buffer-composition/validate.sh	line:3	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/c13/prc-a3/multi-owner-buffer/validate.sh	line:3	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/c13/prc-a3/nominal-function-composition/validate.sh	line:3	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/c13/prc-a3/tuple-composition/validate.sh	line:3	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/c13/prc-a3/typed-binding-composition/validate.sh	line:3	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/live-x11-safe/static-safety-test.sh	line:24	"rg -q 'unset DISPLAY WAYLAND_DISPLAY XAUTHORITY' ""$runner"" || fail active-display-not-masked"	NOT_A_RELEASE_STATE	PRESERVE	"rg -q 'unset DISPLAY WAYLAND_DISPLAY XAUTHORITY' ""$runner"" || fail active-display-not-masked"	Exact baseline observation and independently reviewed final release identity
tests/live-x11-safe/static-safety-test.sh	line:72	"rg -q 'EXPECTED_OWNED_WINDOW_NOT_CREATED' ""$runner"" || fail missing-window-diagnostic-missing"	NOT_A_RELEASE_STATE	PRESERVE	"rg -q 'EXPECTED_OWNED_WINDOW_NOT_CREATED' ""$runner"" || fail missing-window-diagnostic-missing"	Exact baseline observation and independently reviewed final release identity
tests/live-x11-safe/window-cardinality-test.sh	line:98	"run_fail missing-window EXPECTED_OWNED_WINDOW_NOT_CREATED --window-expectation EXACTLY_ONE --expected-child-exit 41 ""$zero41"""	NOT_A_RELEASE_STATE	PRESERVE	"run_fail missing-window EXPECTED_OWNED_WINDOW_NOT_CREATED --window-expectation EXACTLY_ONE --expected-child-exit 41 ""$zero41"""	Exact baseline observation and independently reviewed final release identity
tests/public/finalization.py	line:9	STATE = 'FINAL_RELEASE_READY'	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/public/finalization.py	line:35	'RELEASE_DATE': 'UNSET', 'EXPECTED_TAG': 'nebo-v1.1.0',	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/public/finalization.py	line:90	'expected_tag': 'nebo-v1.1.0', 'remote_publication': 'NOT_PERFORMED_BY_THIS_SNAPSHOT',	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/public/finalization.py	line:106	assert re.findall(r'^## \[1\.1\.0\].*$', text, re.M) == ['## [1.1.0] - Unreleased']	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/public/finalization.py	line:107	text = text.split('## [1.1.0] - Unreleased', 1)[1].split('\n## ', 1)[0]	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/public/finalization_selftest.py	line:39	test('unchanged-unreleased-phase-accepted', lambda f: None, True)	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	final-release-state-accepted	Exact baseline observation and independently reviewed final release identity
tests/public/finalization_selftest.py	line:42	test('latest-release-claim-rejected', replace('README.md', 'Latest published release: `1.0.1`', 'Latest published release: `1.1.0`'))	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	final-release-state-accepted	Exact baseline observation and independently reviewed final release identity
tests/public/finalization_selftest.py	line:50	test('date-set-rejected', replace(ENV, 'RELEASE_DATE=UNSET', 'RELEASE_DATE=2026-01-01'))	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	final-release-state-accepted	Exact baseline observation and independently reviewed final release identity
tests/public/finalization_selftest.py	line:51	test('dated-changelog-rejected', replace('CHANGELOG.md', '## [1.1.0] - Unreleased', '## [1.1.0] - 2026-01-01'))	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	final-release-state-accepted	Exact baseline observation and independently reviewed final release identity
tests/public/policy.py	line:56	assert finalization['readiness']=='FINAL_RELEASE_READY'	CURRENT_VALIDATOR_EXPECTATION	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
tests/regressions/buffer-derived-semantics/validate.sh	line:4	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY	Exact baseline observation and independently reviewed final release identity
tests/regressions/buffer-derived-semantics/validate.sh	line:5	unset http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/regressions/false-green-buffer-route/validate.sh	line:4	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY	NOT_A_RELEASE_STATE	PRESERVE	unset DISPLAY XAUTHORITY WAYLAND_DISPLAY HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY	Exact baseline observation and independently reviewed final release identity
tests/regressions/false-green-buffer-route/validate.sh	line:5	unset http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/regressions/stack-alignment-delta/validate.sh	line:5	unset HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	NOT_A_RELEASE_STATE	PRESERVE	unset HTTP_PROXY HTTPS_PROXY ALL_PROXY NO_PROXY http_proxy https_proxy all_proxy no_proxy	Exact baseline observation and independently reviewed final release identity
tests/rf27-g18/f05/x11_live_test.asm	line:269	jne .not_created	NOT_A_RELEASE_STATE	PRESERVE	jne .not_created	Exact baseline observation and independently reviewed final release identity
tests/rf27-g18/f05/x11_live_test.asm	line:271	.not_created:	NOT_A_RELEASE_STATE	PRESERVE	.not_created:	Exact baseline observation and independently reviewed final release identity
tests/rf27-g18/f06/canvas_x11_live_test.asm	line:295	jne .not_created	NOT_A_RELEASE_STATE	PRESERVE	jne .not_created	Exact baseline observation and independently reviewed final release identity
tests/rf27-g18/f06/canvas_x11_live_test.asm	line:297	.not_created:	NOT_A_RELEASE_STATE	PRESERVE	.not_created:	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:99	"""Latest published release: `1.0.1`"","	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:100	"""Publication status: FINAL_RELEASE_READY"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:107	"""## [{version}] - Unreleased"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:116	"""Publication status: FINAL_RELEASE_READY"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:190	"""FINAL_RELEASE_READY"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:266	"""Status: FINAL_RELEASE_READY."""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:275	"""status"": ""FINAL_RELEASE_READY"","	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:279	"""remote_publication"": ""NOT_PERFORMED_BY_THIS_SNAPSHOT"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:288	"""STATUS=FINAL_RELEASE_READY\n"","	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:291	"""RELEASE_DATE=UNSET\n"","	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:304	"""release_readiness"": ""FINAL_RELEASE_READY"","	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:313	"""Publication status: **FINAL_RELEASE_READY**."""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
version/DERIVED-VERSION-OWNERS.json	line:320	"""The public source is FINAL_RELEASE_READY"""	CURRENT_DERIVED_OWNER_POLICY	TRANSITION	FINAL_RELEASE	Exact baseline observation and independently reviewed final release identity
