rule_id	subgroup	kind	subject	requirement	profile	authority	authority_sha256	test_count
N1-PUBLIC-b2e983448303729487eceb83	S06	PUBLIC_DECLARATION	claim:0f2d69ab0b4bafa8eab96ede	The public declaration TextSplit.join in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. join(Text); 4096 output bytes; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0f2d69ab0b4bafa8eab96ede	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-ef1a69964d1453a3bd29b70d	S02	PUBLIC_DECLARATION	claim:0ff59811257d56187017f0c2	The public declaration Column in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Column<Int>.from,g010-public:Column.sum,g010-public:Column.min,g010-public:Column.max,g010-public:Column.countMissing,g010-public:Column.get,g010-public:Column.cast<U>,g010-public:Column.isMissing,g010-public:Column.fillMissing,g010-public:Column.dropMissing,g010-public:Column.coalesce; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:0ff59811257d56187017f0c2	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	64
N1-PUBLIC-db7a2eafd66aa29f3b94c384	S02	PUBLIC_DECLARATION	claim:10324390ff13489f56c7db8c	The public declaration validate in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Table.validate; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:10324390ff13489f56c7db8c	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	12
N1-PUBLIC-7d79513dade113fc721fcb96	S02	PUBLIC_DECLARATION	claim:1069f6270bef9e4c51e0eb71	The public declaration hasCycle in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g009-public:Graph.hasCycle; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1069f6270bef9e4c51e0eb71	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-adfccb317eb3b888ea1543ed	S02	PUBLIC_DECLARATION	claim:109821e33f71ae544ad7784f	The public declaration cast in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Column.cast<U>; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:109821e33f71ae544ad7784f	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	8
N1-PUBLIC-bff899fca19e91371b6f6295	S06	PUBLIC_DECLARATION	claim:1137ab113bef489de4220313	The public declaration Text.isUtf8 in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. isUtf8(); strict UTF-8; O(n); ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1137ab113bef489de4220313	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-54f1caf39c04981bc9fcc86f	S02	PUBLIC_DECLARATION	claim:122fb8070a74dd176a93a70a	The public declaration max in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Column.max; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:122fb8070a74dd176a93a70a	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-398ae5dd2dee03906de89216	S02	PUBLIC_DECLARATION	claim:123382b0fb71fb06b13e686a	The public declaration Set in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g008-public:Set<Int>.new,g008-public:Set.insert,g008-public:Set.contains,g008-public:Set.remove,g008-public:Set.union,g008-public:Set.intersection,g008-public:Set.difference,g008-public:Set.isSubsetOf; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:123382b0fb71fb06b13e686a	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	16
N1-PUBLIC-e2670380ae1972ac71197a3c	S06	PUBLIC_DECLARATION	claim:1454f6e17030ecf4e207a80a	The public declaration Text.trim in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. trim(); input bytes; ; borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1454f6e17030ecf4e207a80a	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-414d0e9c20a5dff758a9270a	S06	PUBLIC_DECLARATION	claim:150a35dd2d599313968e7fce	The public declaration Text.sliceGraphemes in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Text.(Int, Int) -> Text; 1048576 input bytes; 15.1 Latin Extend/CRLF/ZWJ; immutable borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:150a35dd2d599313968e7fce	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-73c44cdda8ea3d1509708eb6	S02	PUBLIC_DECLARATION	claim:15e63ce2f0951bd57d62916a	The public declaration filter in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Table.filter,g010-public:Stream.filter; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:15e63ce2f0951bd57d62916a	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	16
N1-PUBLIC-e52d30ba892be2606ecabe7c	S02	PUBLIC_DECLARATION	claim:168c50f5ccc961a52c2ffdbe	The public declaration value in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g009-public:Node.value; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:168c50f5ccc961a52c2ffdbe	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-a6f49bea034b1067b6d983ff	S03	PUBLIC_DECLARATION	claim:17b82eb83aa749dea6ea6d54	The public declaration Iterator in std.core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:17b82eb83aa749dea6ea6d54	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-5058ff1218b3d4ffdddbf29a	S06	PUBLIC_DECLARATION	claim:185374eead963ba352652e1c	The public declaration close in builtin.visual must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias only; inspect every qualified declaration: g018-declaration:console.close(); g018-declaration:window.close() Retained document/headless software profile; exact nodes and bytes; no live desktop claim	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:185374eead963ba352652e1c	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-30b75e131f9195a344ca772a	S02	PUBLIC_DECLARATION	claim:188aa5c147fc23ce87bf8589	The public declaration collect in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Dataset.collect,g010-public:Dataset.collect.at,g010-public:Dataset.collect.next; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:188aa5c147fc23ce87bf8589	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	28
N1-PUBLIC-794942df0a6f89565f084a3e	S06	PUBLIC_DECLARATION	claim:18ffc2806b33703f78e1d402	The public declaration Text.parseBool in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. parseBool(); exact true or false; Result by value; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Explicit parse result; preserve checked numeric domain and Unicode policy	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:18ffc2806b33703f78e1d402	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	6
N1-PUBLIC-0eef9a853406035b9fe6cf90	S06	PUBLIC_DECLARATION	claim:1a9373a3a7fa502dc2f48298	The public declaration scan in builtin.visual must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias only; inspect every qualified declaration: g018-declaration:Text.scan(); g018-declaration:Console.scan() Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1a9373a3a7fa502dc2f48298	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	8
N1-PUBLIC-e147d48ca5649e0abca10108	S02	PUBLIC_DECLARATION	claim:1b37363fcba1b2168aabd798	The public declaration topologicalSort in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g009-public:Graph.topologicalSort; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1b37363fcba1b2168aabd798	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-7a4ae8a100b1917bcb436394	S06	PUBLIC_DECLARATION	claim:1b39fcd025c453fa8357a32a	The public declaration noEcho in builtin.ScanPlan must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Contextual alias for g170-scan:noEcho; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1b39fcd025c453fa8357a32a	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-1ab0c6490e7b6e2ba4c8284a	S03	PUBLIC_DECLARATION	claim:1bc7ef48f216aacfd9f9d058	The public declaration sqrt in std.math must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1bc7ef48f216aacfd9f9d058	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-6133167d6d487215e809f5ba	S06	PUBLIC_DECLARATION	claim:1dee75379199bd3b461864b6	The public declaration Text.codepointCount in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Text.() -> Int; 1048576 input bytes; UTF-8 scalar boundaries; borrow receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;STABLE_PUBLIC_ATOMICALLY_EXECUTED	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1dee75379199bd3b461864b6	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-682041d3d28e41042a927465	S03	PUBLIC_DECLARATION	claim:1edb2d6fba6d2069d8ecb1b2	The public declaration norm in builtin.Vector must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1edb2d6fba6d2069d8ecb1b2	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-4f0bdc8bdcf65398b4370674	S03	PUBLIC_DECLARATION	claim:1f646618c206bc4091b49782	The public declaration dot in builtin.Vector must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Actual Int64/binary64 vector lanes; extent 1..64; typed filled/literal constructors; native vector algorithms and separate owned frames; exact shape/type checks; constant index bounds and dynamic native checks; linked scalar spills preserve RHS allocations; no whole-source report; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite Native checked scalar/vector mathematics; independent numeric oracle; explicit process return separate from intermediate value	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:1f646618c206bc4091b49782	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	7
N1-PUBLIC-56ef4153c055364c344aa480	S06	PUBLIC_DECLARATION	claim:20202d70d4eddbe581997909	The public declaration Text.byteSlice in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. byteSlice(Int,Int); 0 <= start <= end <= byte length; ; borrowed view; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:20202d70d4eddbe581997909	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-cd9b0571a813bf85e34e53e4	S02	PUBLIC_DECLARATION	claim:2164926bff38e7744328017c	The public declaration maxProbeLength in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g008-public:Dict.maxProbeLength; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:2164926bff38e7744328017c	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	2
N1-PUBLIC-8ceb91caeb4ad17ecf86edf6	S03	PUBLIC_DECLARATION	claim:21825c3b97051c5e515a0567	The public declaration IntoIterator in std.core must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs. Int64/Bool/binary64/Unicode scalar values; checked arithmetic; lexical evaluation once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:21825c3b97051c5e515a0567	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-90c97c5ede9de437f959305a	S02	PUBLIC_DECLARATION	claim:225c70277ef249bd5b21dbbc	The public declaration Schema in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Schema.new,g010-public:Schema.indexOf,g010-public:Schema.field; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:225c70277ef249bd5b21dbbc	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	23
N1-PUBLIC-874a55f26a1231181e62c7a3	S06	PUBLIC_DECLARATION	claim:2415624b2b6b0a01673cac30	The public declaration select in builtin.ScanPlan must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Contextual alias for g170-scan:select; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed. Synthetic mock/stdin replay; typed bounded ScanPlan; redaction; no real secret or live device	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:2415624b2b6b0a01673cac30	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	4
N1-PUBLIC-6a015eb4cc50f9f585ea2d70	S02	PUBLIC_DECLARATION	claim:245ff9bfa5103aeef018ffbf	The public declaration keys in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g008-public:Dict.keys; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed key/value and hash/equality policy; two independent live stores; declared capacity and failure atomicity	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:245ff9bfa5103aeef018ffbf	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	5
N1-PUBLIC-6ce9d917f53887fe3c600efc	S06	PUBLIC_DECLARATION	claim:24f727cf6a4134a5df77bbde	The public declaration Text.splitChecked in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. splitChecked(Text); 254 generated item slots; borrowed split items; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Explicit parse result; preserve checked numeric domain and Unicode policy	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:24f727cf6a4134a5df77bbde	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	7
N1-PUBLIC-462a1ba45e1da082fcfd2a13	S06	PUBLIC_DECLARATION	claim:261d0a7a79e4a669138f207d	The public declaration Text.isAlnumAscii in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. isAlnumAscii(); nonempty ASCII letters/digits; O(n); ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:261d0a7a79e4a669138f207d	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-1b921d98f6145b31622a3986	S02	PUBLIC_DECLARATION	claim:262485e4560591a88e23d0f6	The public declaration removeEdge in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g009-public:Graph.removeEdge; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Int64 payloads; 32 nodes/256 edges; authenticated handle/owner pair; no stale or foreign handle	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:262485e4560591a88e23d0f6	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
N1-PUBLIC-e4755d3a45e8a62e4a0eb72d	S02	PUBLIC_DECLARATION	claim:26f684ed60b8d7c9c648a2d4	The public declaration new in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. Spelling alias for g010-public:Schema.new; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite Typed nullable integer rows/columns/tables/datasets/streams; finite schema, rows and stages; lazy callbacks once	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:26f684ed60b8d7c9c648a2d4	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	16
N1-PUBLIC-7f46554c731bfda3e5bc286e	S06	PUBLIC_DECLARATION	claim:28520f06cc389966c57b1350	The public declaration Text.replaceOnce in builtin must retain its exact admitted source form, typed behavior, effects, ownership and negative behavior in the linked current functional reference. replaceOnce(Text,Text); 4096 output bytes; non-overlapping; ; owned caller workspace; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite UTF-8 byte/codepoint/grapheme units are distinct; per-member finite profile	STABLE_1_0;BOUNDED_PUBLIC_EXECUTED_WITHIN_LIMITS	sdk/contracts/stdlib/STDLIB-STABLE-CATALOG.tsv#claim:28520f06cc389966c57b1350	a66eec0cbb7f0a99f20ae489208f1ba1106cd2c327e475daf406d615e3e55bab	3
