identity	name	module	layer	tier	rule_id	classification	reason
claim:311685a7a02236989d47900a	forgetAfterUse	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-1027d819a3ef06ce23aa1e43	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:forgetAfterUse; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:327d71b504a1fea3c8407863	Dict	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-5ce37de3e31367e3ef74ac7b	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict<Int,Int>.new,g008-public:Dict<Int,Int>.withCapacity,g008-public:Dict.length,g008-public:Dict.capacity,g008-public:Dict.reserve,g008-public:Dict.loadFactor,g008-public:Dict.insert,g008-public:Dict.get,g008-public:Dict.containsKey,g008-public:Dict.remove,g008-public:Dict.clear,g008-public:Dict.keys,g008-public:Dict.values,g008-public:Dict.entries,g008-public:Dict.reseed,g008-public:Dict.maxProbeLength,g008-public:Dict.validateInvariants,g008-public:Dict.getMutable,g008-public:Dict.entry,g008-public:Dict.iterationOrder,g008-public:Dict.toSortedEntries,g008-public:Dict.retain,g008-public:Dict.collisionCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:328b5470276534ad3c491fd7	device	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:33b5bff070ad391908bba2f9	Text.isNeboIdentifier	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-5b4f409c40a8d86a5424f743	NORMATIVE_STABLE_PROFILE	isNeboIdentifier(); ASCII lexer profile plus 27 live keywords; borrowed read only; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:33db5857b437f41d4535fef3	contiguous	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:352f3cee7bab13693d1213fb	difference	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-64822f62cf3c66f815766072	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Set.difference; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:35879b9ed477bfa66506f0aa	max	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:35cb3abf9982aba1b63daa35	Text.replaceAllChecked	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-91874561b9c40c46496c2a04	NORMATIVE_STABLE_PROFILE	replaceAllChecked(Text,Text); 4096 generated output bytes; caller-owned Text; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3610c3c4724f161aa6c933d1	scale	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:3643ddeae3432f2b2f9139f8	addNode	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-bc8fd6c9543faf67cd135566	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Graph.addNode; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:391a3b0abc5fcfaa25f32931	TextInput	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:TextInput.new(value)
claim:396c5d91694f7d7b4554b190	row	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:39dce5a057a05eb6474a8f3e	bar	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Chart.bar(categories, values)
claim:3a1a5191c43d6c42cae03ceb	retain	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-fca07f29469cc5ec5b933eeb	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.retain; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3af5a07d7b408107b32b19a0	quantile	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-6d13a737e25fa02dd191d484	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate
claim:3b661f2f1f7b1c8dde06f306	Option	std.core	PRELUDE	STABLE_1_0	N1-PUBLIC-14d4696d05d68d4045c8ddcd	NORMATIVE_STABLE_PROFILE	Actual edition-owned prelude SymbolId and unique stdlib owner; CLI metadata checked against the local .ni interface and independent FNV identity. Runtime profile is the cited source case family. Iterator/IntoIterator dispatch is bounded Range iteration, not a standalone cursor constructor or arbitrary iterator implementation. Ord reuses the existing comparable capability, with explicit Bool rejection. Native intrinsic profiles are not promoted to arbitrary generic APIs.
claim:3b877d773a41ebfce31e2a56	sortBy	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-aa8e8a8727f77f00dd2b234e	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Table.sortBy; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3b924b1bec519c3e9195ddeb	create	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Window.create(options); g018-declaration:Canvas.create(width, height)
claim:3bba4d389da20f40e643e706	Tensor	std.scientific	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Authenticated selective std.scientific import reaches the current typed native constructor and method owner in default and no-prelude compilation. Exact shape/value/native boundaries remain those of the receiver-qualified Matrix/Tensor rows. The visibility host consumes import declarations only; native code compiles and executes all remaining statements and the explicit return.
claim:3be127c3cbd95d126f09179b	requestRedraw	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:window.requestRedraw()
claim:3be8074ed4adc596274a600f	size	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-4e9bc0c50f7cfb91367658d3	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:console.size()
claim:3c2eb81e414ed36cc23ec4b2	yesNo	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-e6a69429d0c7cd573f781087	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:yesNo; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:3d361b1b7b6ad0b26d30620c	cache	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-a1c62d228113d98361a066a7	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Dataset.cache; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3d68dc5fd9e828e756c26f2d	categorical	builtin.Random	STDLIB	STABLE_1_0	N1-PUBLIC-6f8edce072d8a856a31deee5	NORMATIVE_STABLE_PROFILE	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report
claim:3d700a5a1897ad69b07b69c2	Text.indexOf	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-2ae552ea6a1f19be2300e2d9	NORMATIVE_STABLE_PROFILE	indexOf(Text); byte index; O((n-m+1)m); ; borrowed inputs; caller-owned Option slot; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3dc7f795239e6002434501e3	any	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:3e4e1dcddb7062bd03f35941	atan2	std.math	STDLIB	STABLE_1_0	N1-PUBLIC-81e7897fc284f0f65896c8c4	NORMATIVE_STABLE_PROFILE	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix
claim:3ed1febf7e80ca9a7ed359a5	undirected	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-20e3ab9862a286aeddbb718a	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Graph<Int,Int>.undirected; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:3f36ddd9d2242fe671e83752	maxLines	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-f5450de8b36cb338a53e06b7	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:maxLines; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:3faba2f8f65262fab1216bf7	columnCount	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-d47f9fd43222c8c3964c6116	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Table.columnCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:40a755e1065b71062d2a0963	filled	builtin.Tensor	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Actual Bool/Int64/binary64 operands and native rank/shape/stride/root descriptors; Bool storage is packed bytes; CPU rank 0..6 and 4096 elements; Int construction/arithmetic retains C12 rank 0..3, dimensions 0..8 and 64 elements; index tensors from argMax retain full result geometry. Shape inputs are constant Int Tuples or material Int Vectors. fromBuffer copies exact typed Int/Float Vector, live Int Slice or checked 0/1 Bytes for Bool. Float selection uses equal shapes or explicit broadcastTo; map uses a typed noncapturing Float function and preserves ordered effects. Float reductions reject empty/nonfinite inputs and invalid axes; first argMax tie. Structural methods compose native owners; peers are 1..6 immutable Tensor names in a Tuple, split takes 1..6 exact sizes, padding has two entries per axis. Readonly function borrows and caller-owned result copies preserve lifetimes. Every cited oracle executes real source, including negatives and bounded-domain failures.
claim:40c477c7a1ba40dffe257647	Window	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Window.create(options)
claim:40d488fe4490fa05e7e02d26	approxEquals	builtin.Float	CORE	STABLE_1_0	N1-PUBLIC-7553bed3482874196ccb2874	NORMATIVE_STABLE_PROFILE	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite
claim:415c71c28c43aff4440b2800	postorder	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-39147880c0d05a5086d3765f	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Tree.postorder; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:424bb83996a3e38a68dcf3e9	jsonBlock	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-7fe5a647a1e542dfbcb9aabd	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:jsonBlock; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:457f6ba87c85808174445e46	rawBlock	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-12b293a4364652b69299a5b8	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:rawBlock; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:45ec8d7b2a67419031f67091	preorder	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-84461c36c5e22820bf46b8b8	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Tree.preorder; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:4745617a708b26eef70d1b3f	grid	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Layout.grid(spec, children)
claim:4752f69a488b14ba42ab6346	Flow	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-2016ff72dacddc64a661ae74	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Flow<Int>.value; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:47990c872fdd06e04b656591	Text.isEmpty	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-d0b3b94ba0e51f990639f0bc	NORMATIVE_STABLE_PROFILE	isEmpty(); O(1); ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:48e811dda1824a827cb5f5eb	intersection	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-6103709c2fe221841630947f	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Set.intersection; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:492add4012b8533e7ead4cb6	correlation	builtin.Vector	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-0ff6d650342d556ed537edfd	NORMATIVE_STABLE_PROFILE	Actual Int64/binary64 lanes, extent 1..64; checked Int sum, native compensated Float sum, explicit population/sample and linearType7 policies; 1536-byte caller workspace isolates conversion/quantile scratch; source values unchanged; native domain/overflow traps and NaN propagation are observed; no source report or synthetic aggregate
claim:494131e4d2c9cc53391e7e16	determinant	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:49faf7047d69177900e8fe96	Random	builtin.Random	STDLIB	STABLE_1_0	N1-PUBLIC-ece7bc8a1e5c9f72845a0d88	NORMATIVE_STABLE_PROFILE	Explicit SplitMix64 v1 state, no entropy capability; native finite-domain distributions and categorical Float Vector weights; nonnegative Int uniform; shuffle of unique local mutable Int Slice at most 64 lanes; lexical creation/release provenance, separate descriptor/payload frames; sample of Int Vector/local Slice returns canonical List with 0..16 entries; independent seed/value/order oracles and rejected effectful interpolation; no whole-source report
claim:4c4cb795ffcabd4d37c8a850	secret	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-63a49f2feccaa533a1472bf6	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:secret; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:4c814abc5cf5237a2bd5d2d2	reserve	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-c060cc0a686efb2f0b7c6dcb	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.reserve; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:4e804ddf984a1313d447907c	outer	builtin.Matrix	DOMAIN_PACK	EXPERIMENTAL	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Canonical native descriptor, actual Int64 (dimensions 0..8) / binary64 (0..64) operands; independent owned results and root-provenance views; row-major fromBuffer copies live Int Slice or typed Int/Float Vector, exact count/dtype and lexical release gates; native Float LU returns (compact factors, permutation), QR returns (thin Q, R), using existing Tuple projections; finite factorization dimensions at most 32 with singular/domain rejection; readonly Matrix parameter borrows and caller-owned hidden-result copies preserve lifetimes and ordered arguments; scalar calls reclaim temporaries; runtime-shaped axis Vectors reuse native Vector/statistics and Random consumers; checked Int axis sums publish atomically; no whole-source projection or fixed report
claim:4ec899a194e61c8e4122d838	feedback	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-e33b58ea5ae86e0bd30cc862	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:feedback; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:4f51bce75a774f5cc3aeb531	isNaN	builtin.Float	CORE	STABLE_1_0	N1-PUBLIC-d598a0c4500e4f14f2a03e9e	NORMATIVE_STABLE_PROFILE	Binary64 actual receiver and once-evaluated arguments; classifiers include IEEE subnormal/NaN/infinity/signed zero; explicit rounding modes restore caller control word; finite round magnitude <2^63; approxEquals preserves two source arguments with Vector<Float> tolerance [absolute,relative], exactly two lanes (runtime shape checked); nonnegative/non-NaN tolerances, identical infinities equal and distinct infinities unequal; Uncertain methods claim only exact typed operands; native registry identity and runtime profile are explicit; serialized interface metadata is verified by the separate metadata suite
claim:4fe4393e76342243fa2d88bf	Event	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-ac1f8d1c51ef4556e59a2228	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Event<Int>.value; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:510923a7355e17893064b946	resize	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:window.resize(width, height); g018-declaration:event.resize()
claim:52a41f4c247955848764e413	console	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-f5e85dbfeb8a87ab432a1908	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:Text.console(); g018-declaration:Int.console(); g018-declaration:Bool.console(); g018-declaration:console.title(text); g018-declaration:console.clear(); g018-declaration:console.append(value, style); g018-declaration:console.style(range, style); g018-declaration:console.scrollToEnd(); g018-declaration:console.size(); g018-declaration:console.close()
claim:5347bdcdb00f42f1c3a42a72	get	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-271b8265c2e7389dbf9fabe8	NORMATIVE_STABLE_PROFILE	Spelling alias for g008-public:Dict.get; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:53b7c6e2a6265fa7564fb599	Text or Int or Bool.toText	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-169b1f1c9d76fc8eced344ec	NORMATIVE_STABLE_PROFILE	toText(); 4096 generated output bytes; owned for Text/Int static for Bool; actual Result value/tag/fallback; native checked output is committed only on Ok; live keyword table; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:53cf67a22ac4477f89f4005b	partitionCount	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-98974fddf31cc59237225fe3	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Dataset.partitionCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:547467641629e92203b10bf1	Text.isAscii	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-b287bb3f31eac4f239678a7b	NORMATIVE_STABLE_PROFILE	isAscii(); whole input; O(n); ; borrowed immutable receiver; public UTF-8 descriptor bridge and distinct bounded function storage; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:549e7059025a971fcc365dc9	scrollToEnd	builtin.visual	DOMAIN_PACK	STABLE_1_0	N1-PUBLIC-023d9005404c03ac632aa198	NORMATIVE_STABLE_PROFILE	Spelling alias only; inspect every qualified declaration: g018-declaration:console.scrollToEnd()
claim:54ad79f5f8bd26f18fe4bb4d	autocomplete	builtin.ScanPlan	STDLIB	STABLE_1_0	N1-PUBLIC-1dc1670b5bea2c3c7410aaa9	NORMATIVE_STABLE_PROFILE	Contextual alias for g170-scan:autocomplete; public typed source proof replaces the historical seed/probe evidence. Preserve the qualified row bounds; no separate global option or live capability is claimed.
claim:55290ab94bb4dfe62eb3d860	abs	std.math	STDLIB	STABLE_1_0	N1-PUBLIC-33127c562f762ad4fa435362	NORMATIVE_STABLE_PROFILE	Literal Int64/binary64 operands; at most 128 complete statements; independent arithmetic trace and return matrix
claim:556c54b8ded54df938b60ba8	Canvas	builtin.visual	EXCLUDED	EXCLUDED_1_0	N1-conformance-and-consumption	PRESERVED_NON_STABLE_BOUNDARY	Spelling alias only; inspect every qualified declaration: g018-declaration:Canvas.create(width, height)
claim:55dee89308056e33be8c40fb	rowCount	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-a30347bd0f2bd3936d2c5085	NORMATIVE_STABLE_PROFILE	Spelling alias for g010-public:Table.rowCount; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
claim:5627492c9ec2cab409b18eaf	Tree	builtin	STDLIB	STABLE_1_0	N1-PUBLIC-f3aaf3cb3fa0806bf1d62928	NORMATIVE_STABLE_PROFILE	Spelling alias for g009-public:Tree<Int>.new,g009-public:Tree.root,g009-public:Tree.addChild,g009-public:Tree.removeSubtree,g009-public:Tree.parent,g009-public:Tree.children,g009-public:Tree.height,g009-public:Tree.preorder,g009-public:Tree.postorder,g009-public:Tree.lowestCommonAncestor; no additional API counted; preserve qualified profile limits; native intrinsic identity is receiver-qualified; no serialized SymbolId or DocRecord is declared by this owner; interface metadata is verified by the separate metadata suite
